user_id,products,reviews
7813206,30,3
7990973,73,2
8193406,47,1
8290495,20,1
8641648,56,5
8693224,33,1
8825433,112,1
8920849,66,0
9053663,15,1
9107718,119,15
9330348,35,1
9364787,26,2
9439019,8,1
9484731,79,1
9635002,30,1
9646930,30,4
9831658,52,3
9957038,92,2
10068110,1066,3
10112748,2,1
10239772,43,1
10393960,60,1
10711725,30,1
10752540,7,1
10975221,123,2
11042674,10,1
11081524,66,3
12251894,50,1
12302137,14,1
12879294,3,1
12915301,46,5
12919085,0,1
12956358,57,1
13039441,20,4
13142943,86,19
13568858,46,1
13645943,32,1
13761356,99,5
14104209,28,1
387903,29,5
754434,24,4
853533,6,0
976366,105,2
1107138,45,1
1201034,35,0
1250177,18,1
2164511,30,5
2226598,86,2
2264772,78,1
2326093,24,3
2588643,15,1
2728141,17,7
2810035,5,1
2822916,8,1
2988258,344,2
3168686,5,1
3191663,64,3
3948214,6,1
4089593,14,1
4494175,57,0
4727219,9,0
4771552,10,1
7605922,95,1
10877876,159,4
14227286,286,26
3946527,97,1
7370660,467,4
7622087,118,15
10114965,34,1
10210209,682,25
10495439,91,1
10977164,594,7
10998015,199,1
11652694,322,2
11656238,74,1
11710764,37,2
12005239,143,3
12011624,151,1
12165128,187,4
12928930,48,2
13692584,322,1
13862665,234,1
1113599,69,1
1130651,461,10
1447159,742,51
1678785,321,1
2406557,175,3
3037218,112,4
3627320,512,2
3646142,71,2
4754925,15,1
4824868,13,2
4828948,458,1
5007980,76,3
5169060,114,5
5172051,564,3
5199358,189,5
5671712,115,1
5719222,182,1
5876542,67,1
6034801,27,7
6108691,55,1
6202897,29,2
6205443,42,1
6783797,85,17
6968465,144,1
7024022,43,7
7063998,63,2
7101505,162,1
7213812,43,2
7591174,13,2
7592632,198,5
7946827,113,1
8522791,45,1
8601861,8,1
8614405,123,3
9158400,29,1
9206573,43,2
9389872,8,2
9592955,4,1
9709732,6,1
9828972,40,1
9854821,43,2
9928426,75,1
10025592,16,1
10905686,42,1
10908890,117,1
10949056,194,1
11030497,49,3
11138625,29,1
12273990,40,1
12784921,6,1
13011498,95,5
13108912,302,5
13151608,39,1
13609697,43,2
14042942,88,1
14050274,11,1
112801,54,0
313561,20,1
379094,17,2
391035,10,1
1375309,12,1
1517234,16,1
1584542,32,2
2164749,24,1
2219849,24,2
2437383,31,7
2438026,31,1
2493705,29,2
2558246,3,1
2567448,44,1
2916047,39,1
2957723,2,1
3202403,73,1
3751541,4,1
3841972,8,2
3922239,152,23
4421074,35,4
4649366,28,1
4828912,10,0
229058,193,0
4193206,720,19
7721668,370,2
8576860,160,1
8804034,95,1
9272299,47,1
10476226,269,5
10612991,97,1
11559815,324,4
11609698,291,2
11809336,368,1
12652034,365,1
12764506,235,2
12915519,156,1
13467641,17,3
13531444,37,1
13755528,37,1
13923052,266,10
13972802,251,1
14116998,69,4
14123266,398,12
14132981,3,0
18925,19,1
196498,94,1
1010280,44,1
1571464,55,1
2447479,247,2
2660714,212,2
3000078,69,1
3064531,104,1
3323123,153,1
4330408,493,5
4470353,839,33
4607607,40,1
4684987,164,4
5209628,61,1
5531675,67,1
5562688,70,1
5618016,53,1
5771769,45,1
5923878,346,5
6071625,225,3
6303641,170,5
6636145,110,7
6701719,21,1
6774230,82,6
6824783,762,34
6946912,74,7
6955983,101,1
7318873,170,6
7356550,87,3
7459177,9,1
7460731,263,1
7859733,158,1
8013583,16,3
8231399,18,1
8635324,22,1
8787657,45,1
9108709,39,1
9163749,43,3
9334076,29,1
9344750,39,1
9369885,54,2
9613583,33,1
9648408,6,0
9917468,38,1
10002207,21,4
10021079,10,2
10114540,11,1
10129222,48,4
10245314,194,36
10384858,26,1
10463672,6,1
10541653,11,2
10545943,51,1
10704049,105,2
12220341,18,1
12347620,9,2
13497020,110,1
13512563,62,4
13596424,2,1
13861710,32,1
13880953,37,1
131649,73,4
1029977,118,2
1105157,3,1
1160331,16,4
1202245,36,1
1541402,31,1
1584496,38,4
2153978,107,1
2300153,6,0
2366540,43,1
2767759,15,1
3550808,52,4
3709260,19,1
3928754,5,1
4144495,19,5
4699503,8,1
4935284,26,1
8135036,416,4
3258014,48,2
3819476,18,1
4878864,134,2
7413053,373,4
7574572,89,2
8191864,104,7
9391308,67,3
10539024,22,1
10851720,324,1
11277510,89,1
11345344,69,18
11514085,234,1
11688171,100,2
11767350,34,1
11774715,133,7
11910169,251,2
12003135,259,1
13265875,114,2
13959491,83,2
515684,483,1
1097222,477,35
1570005,107,2
3866868,70,1
4670087,5,1
4837148,114,4
4958249,67,3
5194194,59,1
5245429,37,1
5308706,578,3
5715875,353,2
5923236,137,1
5957876,87,2
6366428,46,0
6659263,441,9
6761455,135,1
6867672,52,2
7112482,203,1
7185532,7,1
7680166,21,0
7788082,41,1
7865408,93,2
7973280,64,1
8001932,59,1
8095838,33,2
8170347,24,1
8677306,98,2
8708648,46,1
8866256,73,1
8893630,182,1
8967685,17,1
9159559,61,1
10225725,149,1
10388854,29,1
10396742,9,2
10491279,49,1
12359762,37,2
12445145,224,19
12569662,52,4
12740300,91,2
12858220,72,21
12996719,19,2
13412236,40,2
13489652,27,1
13534453,135,2
13571064,26,1
14032948,107,2
14176871,116,9
159603,49,1
305816,15,1
398867,14,1
401631,7,1
447630,21,1
706970,5,1
1049679,20,2
1101683,9,1
1168139,39,2
1275520,11,4
1724865,85,2
1796997,34,1
1812883,47,1
2070673,13,1
2092844,44,1
2118442,6,1
2142696,30,1
2163087,9,1
2576603,10,1
2827032,10,0
2972017,55,1
2977891,3,1
3325709,39,3
3496247,31,2
3568067,2,3
3725988,12,1
4069562,4,1
4144011,11,1
4491119,8,0
11871123,237,1
7355715,157,5
9457610,166,1
11201199,687,3
11273406,137,1
11419884,876,1
11462294,319,1
11467236,85,2
11504997,183,1
11861473,138,3
11884703,315,1
11918988,125,2
11962161,39,1
12033935,188,1
12475620,175,1
12573009,36,3
12727767,268,2
12782053,323,4
13999654,59,1
133762,200,3
1151005,249,2
1952163,216,2
2081712,57,1
2790537,263,12
2854325,178,4
3675092,197,4
3968844,96,2
4017776,317,2
4126407,83,2
4217067,353,1
4267522,181,2
4392635,309,3
4762235,41,1
4899837,55,1
5211097,120,2
5318355,15,1
5798645,79,1
5970622,108,3
6071886,402,6
6153087,53,3
6299153,47,1
6329739,93,2
6345635,78,1
6654939,18,2
6762407,36,1
7371204,1033,1
7470184,74,2
7819290,17,0
8061521,47,1
8466782,120,4
8477148,219,2
8623343,118,3
8674208,23,2
8732892,17,1
8924697,74,2
9089951,89,1
9539195,10,1
9556285,396,3
9601789,50,0
9760944,101,4
9996034,99,2
10013010,56,1
10094848,59,1
10298938,91,0
10607987,94,1
10723618,11,1
10747081,40,1
12317104,7,1
12678623,58,1
12855013,44,3
12912981,8,1
13010149,9,2
13706166,58,1
13723199,4,1
182649,22,1
413938,96,1
462191,79,1
477551,2,2
529547,62,1
597882,12,1
1241350,21,0
1547571,5,1
1598720,7,1
1662624,20,1
2043993,30,3
2113393,49,1
2367253,20,2
2518843,49,1
2719992,22,0
2957312,33,1
3563448,7,1
3706014,21,1
3819029,4,1
4113430,0,1
4491927,22,1
4845889,20,1
8958727,207,4
10765054,369,1
11034003,48,1
11367665,592,1
11429887,382,3
11479164,790,31
11692102,1182,1
12047455,96,1
12210070,234,26
12711657,73,2
13082807,11,1
13371616,424,9
13919831,341,3
14027834,216,0
142440,212,2
1427346,26,1
1652205,302,15
3011199,51,1
3048920,111,2
3292926,65,1
4239042,441,1
4434875,96,1
4445963,94,2
4519292,70,0
4556173,84,2
4897062,145,7
5422410,119,1
5751304,31,1
5772912,33,1
5847850,420,6
7128068,110,2
7329679,185,1
7341993,15,1
7373341,221,2
7701689,11,1
7929569,70,4
8070624,62,3
8268163,13,2
8291012,78,1
8391165,71,0
8465734,12,1
8614454,47,1
8647119,400,1
8650348,114,4
9344089,139,1
9613650,54,1
9802787,89,1
9836978,312,30
9959233,38,1
10134503,47,3
10489666,28,3
10524926,25,2
10591685,19,1
10856541,75,5
11082499,24,1
11107970,136,1
12358540,14,0
12475973,19,3
12729034,366,4
12740500,10,1
12817915,77,1
12860268,77,10
12934281,17,1
12999238,122,1
13589012,38,1
13618884,23,1
932613,4,1
1376797,41,0
1927949,25,2
1989926,66,2
2300765,47,1
2546530,22,2
2685629,4,2
2767271,40,1
2884015,147,2
3015211,13,2
3054628,52,1
3215975,22,2
3392611,7,0
3705631,12,2
3748137,0,1
3760697,6,1
3796314,3,1
12244826,114,2
1349106,375,3
7205459,41,2
7437014,305,2
7625227,35,2
10259043,508,2
10590953,77,1
10627752,183,1
11198860,348,4
11219181,211,1
11886054,110,2
12016409,124,1
12069684,127,1
12087980,427,4
12199125,94,1
13795877,19,1
14043742,164,2
748260,165,49
1011150,109,2
1373513,180,3
1519373,189,1
3101168,418,8
3485641,105,3
3692373,15,1
3769767,335,2
4294635,18,1
4373865,24,11
5173088,127,1
5281266,43,1
5345614,150,5
6099355,90,2
6122091,137,13
6342388,177,11
6482341,106,2
6532226,26,1
6610980,47,1
6767590,37,1
6794027,288,12
6842878,60,2
6843397,234,1
7171228,117,1
7296395,138,2
7639132,8,1
7872529,33,1
8019317,111,1
8064085,152,2
8230602,63,1
8572193,70,8
8723998,29,1
9008258,80,2
9245785,8,1
9422706,59,1
9661106,104,1
9738468,5,1
9780087,11,4
9832352,95,3
9835716,98,3
9920075,78,6
10270495,179,1
10551026,33,2
10590388,85,1
12285413,59,1
12420872,7,1
12556685,65,9
12653478,41,1
12666239,8,1
12721303,8,6
13095285,45,0
13287199,19,1
13725113,82,1
241907,57,1
299371,40,2
299991,39,0
343479,16,1
1365192,9,1
1463292,21,1
1522623,16,2
1590769,18,1
2322526,107,1
2521709,2,1
2525328,6,0
2668165,91,1
2925429,240,2
3032908,12,1
3213284,17,1
3933968,19,5
4026804,50,1
4357997,6,1
4641959,11,2
3940151,327,1
5989105,658,3
6943472,364,5
6997025,75,2
8145868,113,1
11055852,137,1
11092085,210,1
11258283,359,1
11328595,60,2
11490874,64,1
11844068,185,2
12008717,275,3
12043755,205,1
12139614,100,1
12390414,476,3
12617530,42,2
13626240,53,2
14254186,56,3
979656,217,1
1094852,24,2
2016839,64,1
3513830,196,1
4154937,137,11
4229087,158,1
4349395,113,1
4362540,122,3
4710710,104,1
4753679,8,2
5052255,19,1
5150061,113,1
5250660,549,1
5622473,66,6
5706296,84,3
5724619,38,2
5770593,88,1
6263533,2,1
6474912,79,3
6480312,58,1
6582212,39,1
6668462,116,1
6761069,212,11
6961124,58,1
7206909,73,8
7253586,10,1
7272888,44,3
7349941,6,1
7892049,85,4
7960319,164,1
7970284,137,5
8261783,88,2
8432679,62,1
8840757,44,1
9390520,60,12
9548230,28,1
9739967,52,7
9767644,84,1
9816379,106,9
9879637,17,1
9937237,9,1
10066578,46,8
10118178,123,15
10156644,99,8
10452824,44,1
10902964,154,5
10958927,16,1
11130232,111,1
12564468,8,1
12601787,407,8
12640055,72,2
12657056,80,8
12673478,15,0
12848728,23,1
13178361,91,4
13272393,29,3
13549194,106,1
13641509,22,1
13800723,136,1
13828046,46,1
14175648,8,2
87061,74,3
165301,60,5
254309,111,1
262193,11,1
501777,35,5
518291,24,1
603654,134,1
817120,21,1
831739,13,1
965383,9,2
1031998,41,1
1405113,57,3
1475469,17,5
1716516,31,6
1718999,21,1
1788831,53,1
2051369,30,1
2072974,38,24
2187128,42,1
2536077,6,1
2820831,50,2
2865195,31,2
2880368,7,1
3009925,8,1
3072221,20,2
4495630,38,3
4667078,21,0
5191584,712,19
7848618,224,2
8458055,248,1
11384724,37,1
11401780,56,2
11479212,201,2
11666155,738,1
11886254,501,3
12199595,139,2
12473672,147,3
12733282,156,3
12978949,104,1
13776465,74,1
715786,15,1
825157,33,1
1656862,67,1
2947876,211,3
4105260,73,4
4267292,161,2
4605294,42,1
5176162,90,1
5409335,34,1
6029028,85,2
6161729,152,6
6200784,17,1
6498392,156,2
6558922,114,5
6611375,79,4
6630504,60,1
6759356,56,1
6765839,44,2
7367170,134,1
7445637,454,4
7674466,20,1
7835328,39,1
7859681,217,3
7944516,16,1
8160086,36,3
8847858,49,2
9068836,153,17
9084531,48,1
9188925,19,1
9312372,16,3
9398397,127,6
9553983,39,1
9709601,123,1
10432508,23,1
10459708,152,1
10472183,44,2
10520397,18,1
10608545,51,1
10825021,86,1
10834041,36,1
10957290,95,1
11064864,32,1
12219892,29,1
12534255,15,1
12637842,54,6
12893585,39,3
12900808,5,1
13065566,50,1
13211897,77,2
13278737,2,1
13423795,14,1
13599878,64,2
13709925,20,1
13823873,12,1
177590,13,1
245302,2,2
348140,68,1
954296,17,3
1088867,21,1
1147765,56,1
1712449,32,4
1827467,37,0
2227444,21,1
2559107,34,1
2692741,2,1
2809834,44,1
3874984,58,8
3932672,17,2
4117552,53,1
4146441,6,2
4597399,25,0
4806545,4,0
14051201,241,1
6122536,287,13
7884513,180,12
8355194,26,1
9371242,820,2
10869561,255,7
11182919,227,2
11356619,89,4
11923434,88,1
12462653,187,1
12481967,231,1
12896346,126,2
13334188,37,1
14073211,75,1
14221204,23,2
318564,382,1
446107,123,1
804699,65,11
1639869,605,4
3214676,207,1
3686732,162,6
3693890,59,1
3861936,1392,1
4024109,157,1
4209590,281,1
4427830,91,2
4509943,216,9
4633468,296,14
4776816,93,1
5573404,73,4
5657658,2,2
5671111,39,1
6014643,195,1
6065241,100,2
6175959,417,9
6208923,50,2
6233527,68,4
6559453,15,1
6643483,112,2
7037460,145,6
7058226,11,1
7129986,7,1
7166370,7,1
7233012,32,1
7400603,1107,39
7413455,48,2
7734785,146,1
7802842,59,1
8239628,207,5
8369438,46,1
8403897,107,1
8409133,129,1
8409799,60,0
8902940,81,4
8986122,18,6
9293809,34,1
9852407,16,1
9941828,88,2
10162149,51,2
10472364,98,1
10884581,12,1
11145563,25,1
12344283,62,1
12895485,57,1
12968963,29,2
13210240,28,3
13258972,37,1
13264446,7,1
13291978,24,1
13369030,7,1
13582790,48,1
13591574,56,1
13753428,95,0
13867569,28,1
13964208,29,1
14191731,36,2
56901,34,2
501979,43,1
599658,36,4
691198,120,5
844437,15,13
936286,10,1
978390,49,10
1121950,62,2
1384293,0,1
1485258,12,1
1932716,74,4
2011583,16,1
2074122,17,1
2172106,2,1
2189085,29,1
2867925,40,6
2932275,0,1
2974464,78,1
3007994,0,1
3011708,10,1
3488131,10,1
3855638,14,0
3887421,26,1
3897818,5,1
4234822,51,1
4389749,0,1
4444644,9,0
4555935,5,1
11412972,187,3
9279766,141,3
9661838,222,3
9672207,16,1
10199347,71,1
10228615,320,2
11417732,314,10
11780756,441,1
11839222,68,2
11860463,102,1
12092762,111,1
12180388,15,2
12658901,16,1
13294697,153,1
13581280,498,6
13829349,130,1
2020271,192,1
2051161,120,1
2406501,101,15
2884137,119,1
3557216,290,23
3829866,66,1
3950853,114,2
4836657,14,1
5157908,230,3
5262303,76,2
5304764,203,1
6378257,111,3
6467323,268,3
6630869,231,1
6875644,11,2
7049370,112,1
7344984,21,1
7529455,40,1
7539996,9,1
7547001,45,1
7595287,12,1
7640950,61,4
8111050,89,54
8172137,173,1
8196373,13,2
8331623,59,3
8465816,20,1
8516115,10,1
8861024,141,1
9285201,2616,70
9453823,64,3
9460356,26,1
9802984,5,1
9903561,12,1
10273084,59,3
10273486,43,1
10391917,20,1
10419119,20,7
10461569,52,2
10692130,169,2
10731444,23,2
10747741,28,1
10906268,17,1
11090953,24,1
11131783,7,2
12275655,4,1
12377377,130,3
13160379,39,2
13379506,22,1
13520203,67,6
114748,30,3
294201,59,2
361564,9,2
367280,43,1
437547,137,1
454711,12,4
456378,29,1
677100,0,1
830951,72,0
1145708,78,1
1224683,91,1
1299131,6,1
1418873,49,1
1501090,114,2
1531045,9,1
1685516,28,3
2120525,55,11
2221289,0,1
2935136,10,1
2968684,15,1
3124774,56,3
3578467,51,2
3707104,4,1
3781296,5,2
4040868,26,1
4072249,5,1
4332250,106,1
4557197,8,1
4831357,2,1
7295219,222,1
8053482,310,1
8667855,123,1
8725878,56,2
9402867,484,4
10586920,254,1
11065560,179,3
11276288,877,1
11941425,252,22
12065677,95,1
12356590,94,1
12567928,22,1
12591545,14,1
12708766,103,1
13323233,55,2
13629024,326,3
14194309,214,1
3030913,125,8
3399382,62,2
3428107,129,12
3647902,249,3
3754664,350,2
3976970,93,3
4083463,28,2
4173136,85,5
4335125,183,1
4344743,27,1
4355336,12,1
4420995,106,4
4627555,21,1
4740105,11,1
4782162,52,1
4891651,294,2
4916659,152,1
5377009,100,1
5446908,207,2
5499532,239,7
5518734,82,1
5519121,70,1
5973326,145,2
5985948,19,1
6063196,212,3
6325763,137,1
7071282,61,1
7228746,28,1
7432035,94,1
7652714,119,2
7816561,52,1
7871848,148,1
7908555,26,10
8062143,38,1
8762877,101,2
9640157,41,10
9663168,65,0
9682124,174,1
9712570,353,2
9786902,29,2
10272784,148,2
10289909,89,1
10506372,51,0
10720527,15,1
10854035,99,1
10862552,68,1
10867014,118,1
12413226,22,2
12416376,10,3
12955196,47,1
12967467,157,3
13208201,46,4
13360911,23,1
13539284,184,4
13594017,8,1
13715191,33,3
13735491,6,2
14274354,22,2
14285972,40,1
100316,32,4
691389,51,1
695862,19,1
743031,5,3
788879,36,8
940268,2,1
943035,12,1
1082487,137,6
1256771,53,1
1608842,70,1
1655188,20,1
1864716,15,1
1920126,37,2
2070273,0,1
2107204,12,1
2192708,16,1
2345384,2,1
2555906,61,2
2728125,11,3
3014614,19,1
3141554,13,1
3252585,4,1
3347777,38,1
3635910,2,1
3700324,12,1
3916261,8,1
4388886,0,1
4608761,9,1
7213318,554,1
8335654,176,1
9946416,138,3
10684854,174,16
10815306,169,2
11287269,289,2
11323061,52,5
11338914,91,6
11407484,46,2
11616112,10,1
11995058,936,1
13615415,180,1
13702449,4,1
13807750,144,1
13868212,428,18
758577,121,1
1362602,127,10
1858890,74,1
2056538,143,9
2262361,31,1
2916219,62,6
3240854,23,1
4923224,33,2
5037833,52,2
5466322,73,1
5582552,51,4
5586470,103,1
5589865,42,3
5823031,162,2
5831373,70,1
5923704,23,1
5947817,21,1
6080169,30,1
6084803,159,1
6219641,235,1
6349838,180,2
6369006,553,56
6379554,539,1
6420460,29,1
6520460,152,5
6696506,705,21
6766915,24,3
6780698,19,0
6952133,34,0
6953750,8,1
7060277,184,68
7221917,32,2
7242597,62,1
7295142,23,4
7499526,468,1
7883407,50,10
7984750,25,1
8162014,2,1
8195897,411,20
8483919,49,1
8571656,27,1
8882518,30,1
8888105,36,3
8979568,64,6
9603880,54,3
9924282,71,8
9932265,122,2
9974852,123,2
10191612,8,2
10255591,46,2
10503489,4,1
10554222,31,2
10643188,8,1
10905202,86,1
12216264,51,2
12715414,56,1
12787956,15,2
13018387,13,1
13041268,40,1
13250905,38,1
13498595,33,3
13510263,46,4
13597850,61,3
13620120,78,4
14244924,4,1
367281,43,2
531652,21,1
562030,140,4
960643,35,1
1229717,7,1
1354797,10,1
1508171,22,6
2155070,120,26
2396173,18,1
2868163,13,1
3336561,23,0
3352409,11,1
3758466,9,2
3798758,30,3
3887153,8,2
4185588,25,1
4742262,6,1
4952734,14,0
4958725,0,0
4159760,107,1
6494500,539,6
6813219,941,4
9292336,24,1
9299317,275,3
9766627,107,4
10066402,207,3
10381558,16,1
10692359,31,1
11115200,69,2
11296867,124,1
11333857,7,1
11466120,350,22
11482557,669,7
11550996,43,1
12587687,223,5
12910696,115,3
13586955,207,1
13885270,136,3
14162524,190,1
14165354,14,1
14230172,215,32
488905,153,1
1109554,58,1
1415202,251,1
1586212,68,1
1671723,60,1
2045323,17,1
3123736,61,1
3259382,120,5
3564496,188,1
3693878,153,3
4533288,63,1
4915077,93,2
4962933,53,2
5136334,186,1
5466048,155,5
5476144,110,4
5579174,70,2
5625430,331,2
5709631,78,1
5730772,211,1
5757134,132,3
5928930,51,3
6279676,52,1
6366322,79,2
6400387,43,1
6496718,42,2
6545753,79,19
6633673,182,2
6662469,82,1
6678074,67,1
6858322,69,1
7036169,72,1
7289190,68,1
7323477,35,3
7531593,47,1
7956286,74,1
8142328,3,1
8161037,7,2
8350360,130,3
8391758,22,1
8425944,83,2
8501170,262,13
8869567,110,1
9253948,18,3
9296782,36,2
9521067,91,1
9626660,20,1
9815436,4,1
9871671,22,1
10042552,36,1
10056517,4,1
10394148,116,2
10428172,36,1
10433137,47,1
10448663,13,2
10545830,112,18
10803360,63,1
12233948,10,1
12260322,38,2
12488176,98,1
12511804,140,3
12526750,52,1
12580241,8,1
12659262,24,1
12777182,18,1
13034205,79,3
13128203,18,1
13154848,14,0
13174385,41,2
13212835,40,3
13803761,34,9
13835919,8,1
13884638,25,1
13914701,3,1
14096777,4,2
14122335,18,1
108967,79,9
306989,5,1
373196,3,2
469968,34,4
730844,27,8
768372,9,1
1142822,65,1
1472138,8,1
1473908,10,3
1544694,38,6
1564700,6,1
1822906,42,1
2151170,8,2
2233863,5,2
2628211,8,1
2674642,70,15
2737073,10,1
2791607,5,1
3052431,10,1
3108778,60,4
3158471,0,1
3244386,11,1
3280956,56,1
4304147,80,7
8408721,173,1
8420154,1018,3
8522376,227,4
8771290,109,3
9179334,998,10
9335098,28,2
11315024,46,1
11409611,79,2
11595077,107,1
11731850,208,1
11802772,149,1
12009077,20,1
12141119,162,2
12215929,193,22
12446883,384,6
13056502,69,4
13133376,345,1
14065044,229,4
1500317,60,1
1764423,140,2
3338541,50,1
3519160,62,3
4404988,68,2
4792883,184,2
5061943,250,1
5250971,10,1
5312319,108,2
6059104,204,7
6091778,72,2
7095049,168,14
7527936,79,1
7725461,104,1
7858467,38,1
7872457,20,1
7922519,4,1
7977692,13,1
8538254,55,1
8734797,53,1
9110312,109,4
9148487,100,6
9158013,52,1
9324016,71,1
9698544,55,2
9745710,24,1
9960679,32,1
10020241,53,4
10824636,29,2
11025449,55,1
11042047,18,0
12223136,31,1
12232827,155,9
12597820,89,1
12801509,19,1
12844278,71,1
12858088,36,1
12964005,157,6
12972603,78,2
12998736,46,2
13086084,82,1
13123351,15,1
13207172,10,7
13287844,138,2
13307801,52,2
13496486,49,15
13768309,46,1
13932808,20,2
307740,80,1
427691,15,1
662049,0,1
662514,59,0
839762,6,1
853752,28,1
1067391,51,3
1321995,30,1
1903466,32,1
2067180,6,1
2219582,8,1
2258637,82,3
2357366,31,4
2379951,19,1
2573599,26,1
2623613,69,5
2787014,8,1
2809230,25,1
2874220,52,2
3092301,23,1
3251653,38,1
3662791,6,2
3670253,38,1
4229228,31,3
14074609,12,1
6715644,99,8
7187544,464,6
8491264,296,1
8633035,221,1
9330488,357,9
10094849,95,1
10829460,66,1
11149866,356,7
11227884,53,1
11561009,713,8
11669146,257,1
11931237,226,1
12359227,143,9
13840192,137,1
14055920,206,2
830384,94,1
1738112,99,1
2609615,187,3
3046523,229,1
3191469,128,3
3315881,156,1
4317881,9,1
4545574,36,1
4690242,186,4
4787381,59,7
5288607,66,1
5465990,156,1
5622180,48,1
5676986,29,1
5704736,51,2
5738139,20,1
5760021,47,2
5813876,133,0
5859582,58,2
6155966,550,5
6156706,112,2
6399978,7,1
6464764,40,2
6554399,324,1
6846104,43,1
7062332,35,1
7081435,46,2
7126363,22,3
7173996,32,1
7296471,84,1
7538826,115,2
7550130,7,1
7590241,192,3
7793787,40,3
7837577,57,1
7875505,42,1
8084106,18,2
8309889,69,1
8500925,22,2
8562992,194,2
8565990,17,1
8652133,98,1
9513981,11,1
9535615,104,6
10086839,31,2
10375451,58,1
10389428,43,1
10489513,82,0
10500556,19,3
10557416,82,1
10849573,14,1
10894477,7,1
11007352,112,7
12763265,501,4
12803203,56,1
13113154,10,1
13170772,55,3
13278332,19,2
13409589,24,1
13574062,8,1
13654936,15,2
13774630,16,1
13787187,49,1
14242723,0,1
14276908,11,2
63965,280,4
141175,11,2
425960,6,1
556542,22,1
981845,27,2
1368366,19,1
1391289,124,8
1685521,17,0
1889137,76,2
1920072,21,1
2060068,23,1
4840966,7,1
10829396,97,9
11877156,525,2
3151996,82,1
5663297,273,24
7456457,13,1
7835840,83,1
9830113,447,3
11383196,401,12
11384615,518,3
11399855,180,2
11402634,70,3
11476648,105,2
11957493,351,5
12006042,62,3
12099241,133,9
12381975,342,2
12480275,230,6
12674557,110,1
13402081,71,1
13418187,346,1
13644489,39,2
13870681,198,2
14038172,76,1
1720,35,1
303061,71,2
428212,159,8
498658,475,2
1038585,163,10
1629351,97,7
1632481,124,6
1696093,133,1
2803757,76,1
3773777,379,5
4185778,45,2
4714957,123,1
5018013,545,14
5044672,117,3
5139831,68,1
5325193,53,2
5329962,59,6
5720208,150,6
6199095,106,2
6537722,145,1
6568840,225,1
6717620,141,1
6963158,69,12
7027130,17,1
7036126,88,8
7132942,20,1
7315813,17,2
7378487,54,1
7493419,186,4
7921626,32,3
8170132,295,1
8206397,28,1
8407367,19,1
8410954,58,2
8534442,13,1
8781111,93,1
8798535,16,3
9076061,8,1
9099607,35,1
9147833,24,1
9226852,42,2
9398261,128,5
10289126,147,5
10367407,162,3
10681953,21,2
12490469,72,12
12506963,128,1
12801589,68,1
13015577,2,1
13170013,5,1
13340706,22,1
13394587,78,1
13498562,63,7
13644707,4,1
13717908,76,2
13797855,14,1
13927993,11,3
14069123,46,1
92787,24,2
240608,83,3
550569,70,1
735831,2,1
743042,64,2
1673588,160,9
1702081,6,1
1902117,4,1
2078828,4,1
2204840,75,1
2261902,6,1
2319070,38,1
2586695,20,1
2637357,21,3
3099184,6,1
3103634,57,1
3407913,36,2
3814437,16,1
4613353,30,1
4642804,0,1
702912,338,6
7634612,694,1
7982343,235,1
8739196,389,1
9080475,511,4
9261521,102,2
9354934,276,1
11315349,194,2
11473697,329,1
11582706,475,7
11640404,159,1
11811710,85,3
11923004,145,5
12389211,135,1
12472737,58,1
12611002,205,4
13627674,263,1
13976213,79,2
377637,153,4
918540,23,2
1390796,96,1
1767456,91,2
2434170,368,1
3100253,45,1
3311491,38,2
3663342,148,1
4103492,22,1
4399019,77,2
5286188,2,1
5408744,77,1
5504808,91,1
5542432,20,3
5574591,179,2
5826451,64,2
5878318,40,1
6010202,381,6
6257704,104,1
6298589,19,1
6430913,66,4
6512035,16,2
6560194,348,36
6590630,80,1
6743521,53,1
6807620,152,4
7296204,16,2
7504006,152,12
7789435,18,1
8041217,75,1
8165217,369,32
8482404,59,1
8521336,19,1
8582517,61,1
8718777,108,2
8896429,127,1
9044973,94,1
9150251,42,1
9447923,50,2
9701042,131,1
10136243,37,1
10354714,24,1
10607624,19,1
10909078,80,2
10935501,36,1
10956819,41,1
11127192,30,1
12279366,54,3
13140661,13,1
13143370,14,1
13338613,124,1
13353977,56,1
13433571,17,1
13478193,27,1
13710897,74,5
14058688,17,1
14233285,44,1
211322,241,4
515588,7,1
663217,18,0
885483,17,1
955445,13,1
1072187,109,1
1222972,69,10
1490120,42,2
2095008,14,0
2172398,145,2
2722199,21,1
2792855,13,1
3626862,22,1
3637173,71,6
4491433,47,8
4635836,8,0
6872422,114,1
7160057,550,73
7523803,260,1
8429891,41,2
8943550,263,1
11482492,438,1
11498491,134,2
11537245,121,1
11659302,599,3
11781766,60,2
12007727,149,1
228439,151,1
480261,781,1
893708,117,2
1710566,61,1
3944006,25,2
4325505,27,1
4479557,36,1
4515330,201,4
4553013,32,2
4688980,101,0
4829750,3,1
4928624,361,2
5545033,58,8
5638062,190,22
5642998,141,5
5694146,87,7
5749610,69,1
5761338,92,2
5846467,17,1
5927862,303,2
6051637,68,1
6341998,38,1
6389743,244,10
6598152,110,3
6745906,41,1
6967975,157,1
7127063,62,2
7138660,26,1
7281730,10,1
7308311,16,1
7508894,115,4
8146987,122,12
8214824,52,1
8894045,154,11
9019392,13,1
